0.000000000000000000e+00,1.035690307617187500e-03
2.294015884399414062e-02,2.294015884399414062e-02
3.989267349243164062e-02,3.989267349243164062e-02
5.489158630371093750e-02,5.489158630371093750e-02
6.984877586364746094e-02,6.984877586364746094e-02
8.580493927001953125e-02,8.580493927001953125e-02
1.007652282714843750e-01,1.007652282714843750e-01
1.176867485046386719e-01,1.176867485046386719e-01
1.326453685760498047e-01,1.326453685760498047e-01
1.486029624938964844e-01,1.486029624938964844e-01
1.645870208740234375e-01,1.645870208740234375e-01
1.805436611175537109e-01,1.805436611175537109e-01
1.955056190490722656e-01,1.955056190490722656e-01
2.114632129669189453e-01,2.114632129669189453e-01
2.274203300476074219e-01,2.274203300476074219e-01
2.433891296386718750e-01,2.433891296386718750e-01
2.573723793029785156e-01,2.573723793029785156e-01
2.732706069946289062e-01,2.732706069946289062e-01
2.892868518829345703e-01,2.892868518829345703e-01
3.052439689636230469e-01,3.052439689636230469e-01
3.212013244628906250e-01,3.212013244628906250e-01
3.361599445343017578e-01,3.361599445343017578e-01
3.521170616149902344e-01,3.521170616149902344e-01
3.680741786956787109e-01,3.680741786956787109e-01
3.820407390594482422e-01,3.820407390594482422e-01
3.979744911193847656e-01,3.979744911193847656e-01
4.139549732208251953e-01,4.139549732208251953e-01
4.299125671386718750e-01,4.299125671386718750e-01
4.448688030242919922e-01,4.448688030242919922e-01
4.618222713470458984e-01,4.618222713470458984e-01
4.767835140228271484e-01,4.767835140228271484e-01
4.927401542663574219e-01,4.927401542663574219e-01
5.076425075531005859e-01,5.076425075531005859e-01
5.236592292785644531e-01,5.236592292785644531e-01
5.386176109313964844e-01,5.386176109313964844e-01
5.545756816864013672e-01,5.545756816864013672e-01
5.714979171752929688e-01,5.714979171752929688e-01
5.854687690734863281e-01,5.854687690734863281e-01
6.014180183410644531e-01,6.014180183410644531e-01
6.173751354217529297e-01,6.173751354217529297e-01
6.323437690734863281e-01,6.323437690734863281e-01
6.492979526519775391e-01,6.492979526519775391e-01
6.642587184906005859e-01,6.642587184906005859e-01
6.791837215423583984e-01,6.791837215423583984e-01
6.951792240142822266e-01,6.951792240142822266e-01
7.111368179321289062e-01,7.111368179321289062e-01
7.270815372467041016e-01,7.270815372467041016e-01
7.420501708984375000e-01,7.420501708984375000e-01
7.579991817474365234e-01,7.579991817474365234e-01
7.739651203155517578e-01,7.739651203155517578e-01
7.899231910705566406e-01,7.899231910705566406e-01
8.058793544769287109e-01,8.058793544769287109e-01
8.198421001434326172e-01,8.198421001434326172e-01
8.367955684661865234e-01,8.367955684661865234e-01
8.527579307556152344e-01,8.527579307556152344e-01
8.677182197570800781e-01,8.677182197570800781e-01
8.836708068847656250e-01,8.836708068847656250e-01
8.986315727233886719e-01,8.986315727233886719e-01
9.145884513854980469e-01,9.145884513854980469e-01
9.295480251312255859e-01,9.295480251312255859e-01
9.454998970031738281e-01,9.454998970031738281e-01
9.614634513854980469e-01,9.614634513854980469e-01
9.774200916290283203e-01,9.774200916290283203e-01
9.933784008026123047e-01,9.933784008026123047e-01
1.008337736129760742e+00,1.008337736129760742e+00
1.024295568466186523e+00,1.024295568466186523e+00
1.039258480072021484e+00,1.039258480072021484e+00
1.055212259292602539e+00,1.055212259292602539e+00
1.071170330047607422e+00,1.071170330047607422e+00
1.087126970291137695e+00,1.087126970291137695e+00
1.102091073989868164e+00,1.102091073989868164e+00
1.117047548294067383e+00,1.117047548294067383e+00
1.134005784988403320e+00,1.134005784988403320e+00
1.147963285446166992e+00,1.147963285446166992e+00
1.163921117782592773e+00,1.163921117782592773e+00
1.179873943328857422e+00,1.179873943328857422e+00
1.195832014083862305e+00,1.195832014083862305e+00
1.211797714233398438e+00,1.211797714233398438e+00
1.227754831314086914e+00,1.227754831314086914e+00
1.242710590362548828e+00,1.242710590362548828e+00
1.258672475814819336e+00,1.258672475814819336e+00
1.273620367050170898e+00,1.273620367050170898e+00
1.289550304412841797e+00,1.289550304412841797e+00
1.304546117782592773e+00,1.304546117782592773e+00
1.320502996444702148e+00,1.320502996444702148e+00
1.336460828781127930e+00,1.336460828781127930e+00
1.352411508560180664e+00,1.352411508560180664e+00
1.367377758026123047e+00,1.367377758026123047e+00
1.383335351943969727e+00,1.383335351943969727e+00
1.398294448852539062e+00,1.398294448852539062e+00
1.414252042770385742e+00,1.414252042770385742e+00
1.429177761077880859e+00,1.429177761077880859e+00
1.445173263549804688e+00,1.445173263549804688e+00
1.461131334304809570e+00,1.461131334304809570e+00
1.476086378097534180e+00,1.476086378097534180e+00
1.492044210433959961e+00,1.492044210433959961e+00
1.509002923965454102e+00,1.509002923965454102e+00
1.522971391677856445e+00,1.522971391677856445e+00
1.538922548294067383e+00,1.538922548294067383e+00
1.554880142211914062e+00,1.554880142211914062e+00
1.569836139678955078e+00,1.569836139678955078e+00
1.585792779922485352e+00,1.585792779922485352e+00
1.602713346481323242e+00,1.602713346481323242e+00
1.616675615310668945e+00,1.616675615310668945e+00
1.632633447647094727e+00,1.632633447647094727e+00
1.649622678756713867e+00,1.649622678756713867e+00
1.664548158645629883e+00,1.664548158645629883e+00
1.680539846420288086e+00,1.680539846420288086e+00
1.695499897003173828e+00,1.695499897003173828e+00
1.711450576782226562e+00,1.711450576782226562e+00
1.726417064666748047e+00,1.726417064666748047e+00
1.742375373840332031e+00,1.742375373840332031e+00
1.758332490921020508e+00,1.758332490921020508e+00
1.774288892745971680e+00,1.774288892745971680e+00
1.790247201919555664e+00,1.790247201919555664e+00
1.805207490921020508e+00,1.805207490921020508e+00
1.821164369583129883e+00,1.821164369583129883e+00
1.836127281188964844e+00,1.836127281188964844e+00
1.851083993911743164e+00,1.851083993911743164e+00
1.867040634155273438e+00,1.867040634155273438e+00
1.884000062942504883e+00,1.884000062942504883e+00
1.897962331771850586e+00,1.897962331771850586e+00
1.913919687271118164e+00,1.913919687271118164e+00
1.930835247039794922e+00,1.930835247039794922e+00
1.944832563400268555e+00,1.944832563400268555e+00
1.960790872573852539e+00,1.960790872573852539e+00
1.977749109268188477e+00,1.977749109268188477e+00
1.991711616516113281e+00,1.991711616516113281e+00
2.008628129959106445e+00,2.008628129959106445e+00
2.024620056152343750e+00,2.024620056152343750e+00
2.039581298828125000e+00,2.039581298828125000e+00
2.054540157318115234e+00,2.054540157318115234e+00
2.071495056152343750e+00,2.071495056152343750e+00
2.085456848144531250e+00,2.085456848144531250e+00
2.101413965225219727e+00,2.101413965225219727e+00
2.118370771408081055e+00,2.118370771408081055e+00
2.133294343948364258e+00,2.133294343948364258e+00
2.149286508560180664e+00,2.149286508560180664e+00
2.164211034774780273e+00,2.164211034774780273e+00
2.179210186004638672e+00,2.179210186004638672e+00
2.196160316467285156e+00,2.196160316467285156e+00
2.211125135421752930e+00,2.211125135421752930e+00
2.226080417633056641e+00,2.226080417633056641e+00
2.243039846420288086e+00,2.243039846420288086e+00
2.257995367050170898e+00,2.257995367050170898e+00
2.273952484130859375e+00,2.273952484130859375e+00
