0.000000000000000000e+00,0.000000000000000000e+00
1.400089263916015625e-02,1.400089263916015625e-02
3.000164031982421875e-02,3.000164031982421875e-02
4.500246047973632812e-02,4.500246047973632812e-02
6.100344657897949219e-02,6.100344657897949219e-02
7.700419425964355469e-02,7.700419425964355469e-02
9.200501441955566406e-02,9.200501441955566406e-02
1.080060005187988281e-01,1.080060005187988281e-01
1.230068206787109375e-01,1.230068206787109375e-01
1.390078067779541016e-01,1.390078067779541016e-01
1.550085544586181641e-01,1.550085544586181641e-01
1.700096130371093750e-01,1.700096130371093750e-01
1.860105991363525391e-01,1.860105991363525391e-01
2.010114192962646484e-01,2.010114192962646484e-01
2.170124053955078125e-01,2.170124053955078125e-01
2.330131530761718750e-01,2.330131530761718750e-01
2.480139732360839844e-01,2.480139732360839844e-01
2.640149593353271484e-01,2.640149593353271484e-01
2.790157794952392578e-01,2.790157794952392578e-01
2.950165271759033203e-01,2.950165271759033203e-01
3.110175132751464844e-01,3.110175132751464844e-01
3.260185718536376953e-01,3.260185718536376953e-01
3.420195579528808594e-01,3.420195579528808594e-01
3.570203781127929688e-01,3.570203781127929688e-01
3.730211257934570312e-01,3.730211257934570312e-01
3.950223922729492188e-01,3.950223922729492188e-01
4.040229320526123047e-01,4.040229320526123047e-01
4.200239181518554688e-01,4.200239181518554688e-01
4.350247383117675781e-01,4.350247383117675781e-01
4.510254859924316406e-01,4.510254859924316406e-01
4.670264720916748047e-01,4.670264720916748047e-01
4.820275306701660156e-01,4.820275306701660156e-01
4.980285167694091797e-01,4.980285167694091797e-01
5.130293369293212891e-01,5.130293369293212891e-01
5.290300846099853516e-01,5.290300846099853516e-01
5.450310707092285156e-01,5.450310707092285156e-01
5.600318908691406250e-01,5.600318908691406250e-01
5.760326385498046875e-01,5.760326385498046875e-01
5.910336971282958984e-01,5.910336971282958984e-01
6.070344448089599609e-01,6.070344448089599609e-01
6.230354309082031250e-01,6.230354309082031250e-01
6.380364894866943359e-01,6.380364894866943359e-01
6.540374755859375000e-01,6.540374755859375000e-01
6.690380573272705078e-01,6.690380573272705078e-01
6.850390434265136719e-01,6.850390434265136719e-01
7.010400295257568359e-01,7.010400295257568359e-01
7.160408496856689453e-01,7.160408496856689453e-01
7.320415973663330078e-01,7.320415973663330078e-01
7.470424175262451172e-01,7.470424175262451172e-01
7.630434036254882812e-01,7.630434036254882812e-01
7.790443897247314453e-01,7.790443897247314453e-01
7.940454483032226562e-01,7.940454483032226562e-01
8.100461959838867188e-01,8.100461959838867188e-01
8.250472545623779297e-01,8.250472545623779297e-01
8.410480022430419922e-01,8.410480022430419922e-01
8.570489883422851562e-01,8.570489883422851562e-01
8.720495700836181641e-01,8.720495700836181641e-01
8.880505561828613281e-01,8.880505561828613281e-01
9.030513763427734375e-01,9.030513763427734375e-01
9.190523624420166016e-01,9.190523624420166016e-01
9.350533485412597656e-01,9.350533485412597656e-01
9.500544071197509766e-01,9.500544071197509766e-01
9.660551548004150391e-01,9.660551548004150391e-01
9.810559749603271484e-01,9.810559749603271484e-01
9.970569610595703125e-01,9.970569610595703125e-01
1.013057708740234375e+00,1.013057708740234375e+00
1.028058767318725586e+00,1.028058767318725586e+00
1.044059514999389648e+00,1.044059514999389648e+00
1.059060335159301758e+00,1.059060335159301758e+00
1.075061321258544922e+00,1.075061321258544922e+00
1.091062068939208984e+00,1.091062068939208984e+00
1.106062889099121094e+00,1.106062889099121094e+00
1.122064113616943359e+00,1.122064113616943359e+00
1.137064933776855469e+00,1.137064933776855469e+00
1.153065919876098633e+00,1.153065919876098633e+00
1.169066667556762695e+00,1.169066667556762695e+00
1.184067487716674805e+00,1.184067487716674805e+00
1.200068473815917969e+00,1.200068473815917969e+00
1.215069293975830078e+00,1.215069293975830078e+00
1.231070280075073242e+00,1.231070280075073242e+00
1.247071027755737305e+00,1.247071027755737305e+00
1.262071847915649414e+00,1.262071847915649414e+00
1.278073072433471680e+00,1.278073072433471680e+00
1.293073892593383789e+00,1.293073892593383789e+00
1.309074640274047852e+00,1.309074640274047852e+00
1.325075626373291016e+00,1.325075626373291016e+00
1.340076446533203125e+00,1.340076446533203125e+00
1.356077432632446289e+00,1.356077432632446289e+00
1.371078252792358398e+00,1.371078252792358398e+00
1.387079000473022461e+00,1.387079000473022461e+00
1.403079986572265625e+00,1.403079986572265625e+00
1.418080806732177734e+00,1.418080806732177734e+00
1.434082031250000000e+00,1.434082031250000000e+00
1.449082851409912109e+00,1.449082851409912109e+00
1.465083837509155273e+00,1.465083837509155273e+00
1.481084585189819336e+00,1.481084585189819336e+00
1.496085405349731445e+00,1.496085405349731445e+00
1.512086391448974609e+00,1.512086391448974609e+00
1.527087211608886719e+00,1.527087211608886719e+00
1.543087959289550781e+00,1.543087959289550781e+00
1.559088945388793945e+00,1.559088945388793945e+00
1.574089765548706055e+00,1.574089765548706055e+00
1.590090990066528320e+00,1.590090990066528320e+00
1.605091810226440430e+00,1.605091810226440430e+00
1.621092557907104492e+00,1.621092557907104492e+00
1.637093544006347656e+00,1.637093544006347656e+00
1.652094364166259766e+00,1.652094364166259766e+00
1.668095350265502930e+00,1.668095350265502930e+00
1.683095932006835938e+00,1.683095932006835938e+00
1.699096918106079102e+00,1.699096918106079102e+00
1.715097904205322266e+00,1.715097904205322266e+00
1.730098724365234375e+00,1.730098724365234375e+00
1.746099710464477539e+00,1.746099710464477539e+00
1.761100769042968750e+00,1.761100769042968750e+00
1.777101516723632812e+00,1.777101516723632812e+00
1.793102502822875977e+00,1.793102502822875977e+00
1.808103322982788086e+00,1.808103322982788086e+00
1.824104070663452148e+00,1.824104070663452148e+00
1.839105129241943359e+00,1.839105129241943359e+00
1.855105876922607422e+00,1.855105876922607422e+00
1.871106863021850586e+00,1.871106863021850586e+00
1.886107683181762695e+00,1.886107683181762695e+00
1.902108669281005859e+00,1.902108669281005859e+00
1.917109489440917969e+00,1.917109489440917969e+00
1.933110475540161133e+00,1.933110475540161133e+00
1.949111461639404297e+00,1.949111461639404297e+00
